Teacher,Gradebook,Department,Student ID,Student Name,Grade Level,Team,Counselor,MP2 Average,MP2 Letter Grade,FG Average,FG Letter Grade
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,6,"Musk, Elon",11,,"Howard, Jenna",95%,A,95.5,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,11,"Gates, Bill",11,,"Howard, Jenna",96.11%,A,96.06,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,12,"Neymar, Rinaldo",11,,"Howard, Jenna",94.44%,A,95.22,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,13,"Spears, Britney",11,,"Petzold, Alexa",95%,A,95.5,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,19,"Bachchan, Amitabh",11,,"Howard, Jenna",95%,A,95.5,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,21,"Lopez, Jennifer",11,,"Howard, Jenna",95%,A,95.5,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,32,"Crowe, Cameron",11,,"Howard, Jenna",95%,A,95.5,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,39,"West, Kanye",11,,"Petzold, Alexa",95.56%,A,95.5,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,55,"Mathers, Marshall",11,,"Petzold, Alexa",95%,A,95.5,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,58,"Alia, Shaandaar",11,,"Petzold, Alexa",94.72%,A,95.36,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,66,"Dogg, Snoop",11,,"Petzold, Alexa",95.56%,A,95.07,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,68,"Shelton, Blake",11,,"Petzold, Alexa",94.72%,A,95.36,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,75,"Rodríguez, James",11,,"Petzold, Alexa",96.11%,A,96.34,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,77,"Bale, Gareth",11,,"Petzold, Alexa",96.67%,A,96.34,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,84,"Kutcher, Ashton",11,,"Petzold, Alexa",96.39%,A,96.2,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,87,"Suarez, Luis",11,,"Casamento, Steven P",94.72%,A,95.09,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,89,"Aguilera, Christina",11,,"Schneider, Cristina",95%,A,95.36,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,103,"Knowles, Beyoncé",11,,"Casamento, Steven P",93.33%,A,93.95,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,119,"Leitte, Claudia",11,,"Casamento, Steven P",94.17%,A,94.52,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,126,"Levine, Adam",11,,"Casamento, Steven P",96.39%,A,95.91,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,136,"Kapoor, Sonam",11,,"Donnelly, Marin",95%,A,96.07,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,138,"Federer, Roger",11,,"Donnelly, Marin",94.72%,A,95.22,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,166,"Ferdinand, Rio",11,,"Schneider, Cristina",94.72%,A,95.36,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,177,"Williams, Pharrell",11,,"Schneider, Cristina",95%,A,95.79,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,179,"Balvin, Jack",11,,"Schneider, Cristina",95%,A,95.79,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,186,"Hemmings, Luke",11,,"Schneider, Cristina",93.06%,A,94.1,A
"Aliprantis, Anthony J","PE3050/8 - Physical Education/Health 11, MWRF, Per. 8 (FY)",Phys. Ed. / Health,207,"Montaner, Ricardo",11,,"Schneider, Cristina",94.44%,A,93.94,A
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,2,"Perry, Katy",11,,"Howard, Jenna",99.38%,A+,99.38,A+
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,17,"James, Lebron",11,,"Howard, Jenna",98.13%,A+,98.31,A+
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,23,"Khan, Salman",11,,"Howard, Jenna",100%,A+,97.43,A
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,34,"Wayne, Lil",11,,"Howard, Jenna",93.75%,A,94.15,A
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,42,"Padukone, Deepika",11,,"Petzold, Alexa",98.75%,A+,98.32,A+
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,63,"Piqué, Gerard",11,,"Petzold, Alexa",96.25%,A,97.67,A+
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,72,"Dicaprio, Leonardo",11,,"Petzold, Alexa",93.13%,A,95.66,A
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,74,"Ramos, Sergio",11,,"Petzold, Alexa",96.88%,A,96.47,A
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,79,"Sheeran, Ed",11,,"Petzold, Alexa",99.38%,A+,96.97,A
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,83,"Rooney, Wayne",11,,"Petzold, Alexa",100%,A+,100,A+
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,94,"Black, Jack",11,,"Casamento, Steven P",98.13%,A+,96.64,A
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,96,"Nadal, Rafa",11,,"Casamento, Steven P",100%,A+,100,A+
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,101,"Ajram, Nancy",11,,"Casamento, Steven P",96.88%,A,95.72,A
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,113,"Benzema, Karim",11,,"Casamento, Steven P",85.63%,B,88.42,B+
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,114,"Dallas, Cameron",11,,"Casamento, Steven P",97.86%,A+,98.93,A+
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,115,"Lima, Gusttavo",11,,"Casamento, Steven P",85.63%,B,87.51,B+
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,141,"Bhagat, Chetan",11,,"Donnelly, Marin",100%,A+,99.7,A+
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,153,"Mix, Little",11,,"Donnelly, Marin",100%,A+,99.7,A+
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,154,"Beckham, Victoria",11,,"Donnelly, Marin",100%,A+,98.79,A+
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,161,"Diab, Amr",11,,"Donnelly, Marin",99.38%,A+,98.03,A+
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,164,"Smith, Ludacris",11,,"Donnelly, Marin",100%,A+,98.79,A+
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,168,"Deshmukh, Riteish",11,,"Schneider, Cristina",100%,A+,99.4,A+
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,170,"Mill, Meek",11,,"Casamento, Steven P",98.13%,A+,89.67,A-
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,171,"Brand, Russell",11,,"Schneider, Cristina",98.13%,A+,97.86,A+
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,176,"Williams, Serena",11,,"Schneider, Cristina",96.88%,A,95.87,A
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,178,"Maddow, Rachel",11,,"Schneider, Cristina",96.25%,A,96.61,A
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,181,"Marquezine, Bruna",11,,"Schneider, Cristina",100%,A+,99.4,A+
"Johnson, Tyler","PE3050/9 - Physical Education/Health 11, MTWR, Per. 1 (FY)",Phys. Ed. / Health,203,"Alves, Daniel",11,,"Schneider, Cristina",98.75%,A+,95.89,A
"Aliprantis, Anthony J","PE3050/10 - Physical Education/Health 11, MWF, Per. 2 (FY)",Phys. Ed. / Health,27,"Horan, Niall",11,,"Howard, Jenna",95.28%,A,95.93,A
"Aliprantis, Anthony J","PE3050/10 - Physical Education/Health 11, MWF, Per. 2 (FY)",Phys. Ed. / Health,29,"Styles, Harry",11,,"Howard, Jenna",96.39%,A,96.26,A
"Aliprantis, Anthony J","PE3050/10 - Physical Education/Health 11, MWF, Per. 2 (FY)",Phys. Ed. / Health,35,"Jenner, Kendall",11,,"Howard, Jenna",96.67%,A,96.62,A
"Aliprantis, Anthony J","PE3050/10 - Physical Education/Health 11, MWF, Per. 2 (FY)",Phys. Ed. / Health,37,"Roshan, Hrithik",11,,"Howard, Jenna",95.56%,A,96.07,A
"Aliprantis, Anthony J","PE3050/10 - Physical Education/Health 11, MWF, Per. 2 (FY)",Phys. Ed. / Health,88,"Hilton, Paris",11,,"Casamento, Steven P",94.17%,A,95.09,A
"Aliprantis, Anthony J","PE3050/10 - Physical Education/Health 11, MWF, Per. 2 (FY)",Phys. Ed. / Health,109,"Aguero, Sergio",11,,"Casamento, Steven P",93.33%,A,94.95,A
"Aliprantis, Anthony J","PE3050/10 - Physical Education/Health 11, MWF, Per. 2 (FY)",Phys. Ed. / Health,116,"Gervais, Ricky",11,,"Casamento, Steven P",94.72%,A,94.65,A
"Aliprantis, Anthony J","PE3050/10 - Physical Education/Health 11, MWF, Per. 2 (FY)",Phys. Ed. / Health,145,"Bedi, Kiran",11,,"Donnelly, Marin",94.17%,A,95.37,A
"Aliprantis, Anthony J","PE3050/11 - Physical Education/Health 11, MTF, Per. 2 (FY)",Phys. Ed. / Health,8,"Kardashian, Kim",11,,"Howard, Jenna",94.38%,A,94.93,A
"Aliprantis, Anthony J","PE3050/11 - Physical Education/Health 11, MTF, Per. 2 (FY)",Phys. Ed. / Health,10,"Timberlake, Justin",11,,"Howard, Jenna",94.44%,A,95.51,A
"Aliprantis, Anthony J","PE3050/11 - Physical Education/Health 11, MTF, Per. 2 (FY)",Phys. Ed. / Health,25,"Mars, Bruno",11,,"Howard, Jenna",94.17%,A,95.37,A
"Aliprantis, Anthony J","PE3050/11 - Physical Education/Health 11, MTF, Per. 2 (FY)",Phys. Ed. / Health,26,"Khan, Shah",11,,"Howard, Jenna",96.67%,A,96.62,A
"Aliprantis, Anthony J","PE3050/11 - Physical Education/Health 11, MTF, Per. 2 (FY)",Phys. Ed. / Health,48,"Iniesta, Andrés",11,,"Petzold, Alexa",93.61%,A,95.09,A
"Aliprantis, Anthony J","PE3050/11 - Physical Education/Health 11, MTF, Per. 2 (FY)",Phys. Ed. / Health,61,"Gaúcho, Ronaldinho",11,,"Petzold, Alexa",96.67%,A,96.34,A
"Aliprantis, Anthony J","PE3050/11 - Physical Education/Health 11, MTF, Per. 2 (FY)",Phys. Ed. / Health,62,"Sharma, Rohit",11,,"Petzold, Alexa",94.17%,A,95.37,A
"Aliprantis, Anthony J","PE3050/11 - Physical Education/Health 11, MTF, Per. 2 (FY)",Phys. Ed. / Health,65,"Guetta, David",11,,"Petzold, Alexa",93.89%,A,94.95,A
"Aliprantis, Anthony J","PE3050/11 - Physical Education/Health 11, MTF, Per. 2 (FY)",Phys. Ed. / Health,69,"Sanz, Alejandro",11,,"Petzold, Alexa",94.17%,A,95.09,A
"Aliprantis, Anthony J","PE3050/11 - Physical Education/Health 11, MTF, Per. 2 (FY)",Phys. Ed. / Health,76,"Carrey, Jim",11,,"Petzold, Alexa",94.17%,A,95.23,A
"Aliprantis, Anthony J","PE3050/11 - Physical Education/Health 11, MTF, Per. 2 (FY)",Phys. Ed. / Health,93,"Curry, Stephen",11,,"Casamento, Steven P",94.17%,A,95.09,A
"Aliprantis, Anthony J","PE3050/11 - Physical Education/Health 11, MTF, Per. 2 (FY)",Phys. Ed. / Health,98,"Dika, Raditya",11,,"Casamento, Steven P",94.72%,A,95.65,A
"Aliprantis, Anthony J","PE3050/11 - Physical Education/Health 11, MTF, Per. 2 (FY)",Phys. Ed. / Health,111,"Seacrest, Ryan",11,,"Casamento, Steven P",94.17%,A,94.66,A
"Aliprantis, Anthony J","PE3050/11 - Physical Education/Health 11, MTF, Per. 2 (FY)",Phys. Ed. / Health,118,"Degrasse-Tyson, Neil",11,,"Casamento, Steven P",95%,A,95.79,A
"Aliprantis, Anthony J","PE3050/11 - Physical Education/Health 11, MTF, Per. 2 (FY)",Phys. Ed. / Health,137,"Locsin, Angel",11,,"Donnelly, Marin",96.11%,A,96.34,A
"Aliprantis, Anthony J","PE3050/11 - Physical Education/Health 11, MTF, Per. 2 (FY)",Phys. Ed. / Health,150,"Maya, Luna",11,,"Donnelly, Marin",93.61%,A,94.81,A
"Aliprantis, Anthony J","PE3050/11 - Physical Education/Health 11, MTF, Per. 2 (FY)",Phys. Ed. / Health,175,"Tata, Ratan",11,,"Schneider, Cristina",94.72%,A,95.65,A
"Aliprantis, Anthony J","PE3050/11 - Physical Education/Health 11, MTF, Per. 2 (FY)",Phys. Ed. / Health,185,"Tinelli, Marcelo",11,,"Schneider, Cristina",93.61%,A,94.95,A
"Aliprantis, Anthony J","PE3050/11 - Physical Education/Health 11, MTF, Per. 2 (FY)",Phys. Ed. / Health,205,"Anthony, Carmelo",11,,"Schneider, Cristina",93.89%,A,94.23,A
"Aliprantis, Anthony J","PE3050/11 - Physical Education/Health 11, MTF, Per. 2 (FY)",Phys. Ed. / Health,206,"Marvel, Captain",11,,"Schneider, Cristina",92.78%,A,94.39,A
"Eufemia, Frank A","PE3050/12 - Physical Education/Health 11, MTF, Per. 6 (FY)",Phys. Ed. / Health,16,"Fallon, Jimmy",11,,"Howard, Jenna",100%,A+,99.17,A+
"Eufemia, Frank A","PE3050/12 - Physical Education/Health 11, MTF, Per. 6 (FY)",Phys. Ed. / Health,30,"Tendulkar, Sachin",11,,"Howard, Jenna",100%,A+,99.17,A+
"Eufemia, Frank A","PE3050/12 - Physical Education/Health 11, MTF, Per. 6 (FY)",Phys. Ed. / Health,92,"Weeknd, The",11,,"Casamento, Steven P",100%,A+,99.17,A+
"Eufemia, Frank A","PE3050/12 - Physical Education/Health 11, MTF, Per. 6 (FY)",Phys. Ed. / Health,117,"Jackman, Hugh",11,,"Casamento, Steven P",100%,A+,99.17,A+
"Eufemia, Frank A","PE3050/12 - Physical Education/Health 11, MTF, Per. 6 (FY)",Phys. Ed. / Health,127,"Cole, John",11,,"Casamento, Steven P",100%,A+,99.17,A+
"Eufemia, Frank A","PE3050/12 - Physical Education/Health 11, MTF, Per. 6 (FY)",Phys. Ed. / Health,128,"Jonas, Nick",11,,"Donnelly, Marin",100%,A+,99.17,A+
"Eufemia, Frank A","PE3050/12 - Physical Education/Health 11, MTF, Per. 6 (FY)",Phys. Ed. / Health,163,"Derbez, Eugenio",11,,"Donnelly, Marin",100%,A+,99.17,A+
"Eufemia, Frank A","PE3050/12 - Physical Education/Health 11, MTF, Per. 6 (FY)",Phys. Ed. / Health,180,"Arjona, Ricardo",11,,"Schneider, Cristina",100%,A+,99.17,A+
"Eufemia, Frank A","PE3050/12 - Physical Education/Health 11, MTF, Per. 6 (FY)",Phys. Ed. / Health,204,"Rogen, Seth",11,,"Schneider, Cristina",100%,A+,99.17,A+
"Eufemia, Frank A","PE3050/12 - Physical Education/Health 11, MTF, Per. 6 (FY)",Phys. Ed. / Health,208,"Andriana, Raisa",11,,"Schneider, Cristina",100%,A+,99.17,A+
"Bruh, Mathew S","PE3050/14 - Physical Education/Health 11, MWF, Per. 2 (FY)",Phys. Ed. / Health,9,"Gomez, Selena",11,,"Howard, Jenna",97.08%,A,97.07,A
"Bruh, Mathew S","PE3050/14 - Physical Education/Health 11, MWF, Per. 2 (FY)",Phys. Ed. / Health,121,"Chopra, Parineeti",11,,"Casamento, Steven P",95.83%,A,95.74,A
"Bruh, Mathew S","PE3050/14 - Physical Education/Health 11, MWF, Per. 2 (FY)",Phys. Ed. / Health,129,"Rowling, J.K.",11,,"Donnelly, Marin",97.08%,A,96.59,A
"Bruh, Mathew S","PE3050/14 - Physical Education/Health 11, MWF, Per. 2 (FY)",Phys. Ed. / Health,135,"Huck, Luciano",11,,"Donnelly, Marin",95.83%,A,95.96,A
"Bruh, Mathew S","PE3050/14 - Physical Education/Health 11, MWF, Per. 2 (FY)",Phys. Ed. / Health,169,"Khaled, Amr",11,,"Schneider, Cristina",97.08%,A,96.59,A
"Bruh, Mathew S","PE3050/14 - Physical Education/Health 11, MWF, Per. 2 (FY)",Phys. Ed. / Health,187,"Osteen, Joel",11,,"Schneider, Cristina",97.08%,A,96.8,A
"Bruh, Mathew S","PE3050/14 - Physical Education/Health 11, MWF, Per. 2 (FY)",Phys. Ed. / Health,200,"Schefter, Adam",11,,"Schneider, Cristina",97.08%,A,96.8,A
"Sandhage, Lorrie","PE5100/1 - Physical Education: Unified, MTWR, Per. 1 (FY)",Phys. Ed. / Health,49,"Prancer, Pitbull",11,,"Petzold, Alexa",100%,A+,100,A+
"Sandhage, Lorrie","PE5100/1 - Physical Education: Unified, MTWR, Per. 1 (FY)",Phys. Ed. / Health,86,"Sangalo, Ivete",11,,"Casamento, Steven P",100%,A+,100,A+
"Sandhage, Lorrie","PE5100/2 - Physical Education: Unified, MTWF, Per. 2 (FY)",Phys. Ed. / Health,1,"Bieber, Justin",11,,"Howard, Jenna",100%,A+,100,A+
"Sandhage, Lorrie","PE5100/2 - Physical Education: Unified, MTWF, Per. 2 (FY)",Phys. Ed. / Health,91,"Johnson, Dwayne",11,,"Casamento, Steven P",100%,A+,100,A+
"Sandhage, Lorrie","PE5100/2 - Physical Education: Unified, MTWF, Per. 2 (FY)",Phys. Ed. / Health,183,"Dixit-Nene, Madhuri",11,,"Schneider, Cristina",100%,A+,100,A+
"Sandhage, Lorrie","PE5100/3 - Physical Education: Unified, MWF, Per. 2 (FY)",Phys. Ed. / Health,202,"VanPersie, Robin",11,,"Donnelly, Marin",100%,A+,100,A+
"Sandhage, Lorrie","PE8143/1 - LLD Phys Ed/Health 11, MTWR, Per. 1 (FY)",Special Ed,20,"Cyrus, Miley",11,,"Howard, Jenna",100%,A+,100,A+
"Sandhage, Lorrie","PE8143/1 - LLD Phys Ed/Health 11, MTWR, Per. 1 (FY)",Special Ed,104,"Coelho, Paulo",11,,"Casamento, Steven P",100%,A+,100,A+
"Sandhage, Lorrie","PE8143/2 - LLD Phys Ed/Health 11, MTWF, Per. 2 (FY)",Special Ed,3,"Fenti, Rihanna",11,,"Howard, Jenna",100%,A+,100,A+
"Sandhage, Lorrie","PE8143/2 - LLD Phys Ed/Health 11, MTWF, Per. 2 (FY)",Special Ed,124,"Kapoor, Shraddha",11,,"Casamento, Steven P",100%,A+,100,A+
"Sandhage, Lorrie","PE8143/2 - LLD Phys Ed/Health 11, MTWF, Per. 2 (FY)",Special Ed,134,"Cena, John",11,,"Donnelly, Marin",100%,A+,100,A+
"Sandhage, Lorrie","PE8143/2 - LLD Phys Ed/Health 11, MTWF, Per. 2 (FY)",Special Ed,148,"Silverman, Sarah",11,,"Donnelly, Marin",100%,A+,100,A+
"Sandhage, Lorrie","PE8143/2 - LLD Phys Ed/Health 11, MTWF, Per. 2 (FY)",Special Ed,156,"Hosny, Mustafa",11,,"Donnelly, Marin",100%,A+,100,A+
"Olshalsky, Nicole","PE8197/1 - RISE Physical Education/Health 11, MWRF, Per. 4 (FY)",Special Ed,139,"Branson, Richard",11,,"Donnelly, Marin",99.38%,A+,98.94,A+
"Mallya, Aarti","SC1700/1 - AP Biology, MTWR, Per. 1,2 (FY)",Science,61,"Gaúcho, Ronaldinho",11,,"Petzold, Alexa",84.67%,B,85.77,B
"Mallya, Aarti","SC1700/1 - AP Biology, MTWR, Per. 1,2 (FY)",Science,62,"Sharma, Rohit",11,,"Petzold, Alexa",90.8%,A-,89.82,A-
"Mallya, Aarti","SC1700/1 - AP Biology, MTWR, Per. 1,2 (FY)",Science,69,"Sanz, Alejandro",11,,"Petzold, Alexa",98.11%,A+,98.24,A+
"Mallya, Aarti","SC1700/2 - AP Biology, MTRF, Per. 3,2 (FY)",Science,135,"Huck, Luciano",11,,"Donnelly, Marin",83.64%,B,86.62,B+
Whitfield / Schwartzman,"SC1800/2 - Biological Science (CP), MTWF, Per. 6,Lab 6 (FY)",Science,43,"Atkins, Adele",11,,"Petzold, Alexa",79.47%,C+,79.71,B-
Whitfield / Schwartzman,"SC1800/2 - Biological Science (CP), MTWF, Per. 6,Lab 6 (FY)",Science,114,"Dallas, Cameron",11,,"Casamento, Steven P",68.62%,D+,69.82,C-
Pugliese / McCarten,"SC2300/3 - Chemistry in the Community, MTRF, Per. 3,Lab 3 (FY)",Science,147,"Jenner, Kris",11,,"Donnelly, Marin",37.83%,F,37.84,F
Pugliese / McCarten,"SC2300/3 - Chemistry in the Community, MTRF, Per. 3,Lab 3 (FY)",Science,166,"Ferdinand, Rio",11,,"Schneider, Cristina",62.56%,D,62.69,D
Pugliese / McCarten,"SC2300/3 - Chemistry in the Community, MTRF, Per. 3,Lab 3 (FY)",Science,170,"Mill, Meek",11,,"Casamento, Steven P",70.57%,C-,73.22,C
Pugliese / McCarten,"SC2500/3 - Chemistry in the Community, MTRF, Per. 3,Lab 3 (FY)",Science,113,"Benzema, Karim",11,,"Casamento, Steven P",63.23%,D,69.92,C-
Pugliese / McCarten,"SC2500/3 - Chemistry in the Community, MTRF, Per. 3,Lab 3 (FY)",Science,132,"Macfarlane, Seth",11,,"Donnelly, Marin",68.5%,D+,71.76,C-
"Soltmann, James M","SC2700/1 - AP Chemistry, MTWR, Per. 1,2 (FY)",Science,16,"Fallon, Jimmy",11,,"Howard, Jenna",96.82%,A,96.41,A
"Soltmann, James M","SC2700/1 - AP Chemistry, MTWR, Per. 1,2 (FY)",Science,26,"Khan, Shah",11,,"Howard, Jenna",87.16%,B+,87.68,B+
"Soltmann, James M","SC2700/1 - AP Chemistry, MTWR, Per. 1,2 (FY)",Science,30,"Tendulkar, Sachin",11,,"Howard, Jenna",95.79%,A,95.97,A
"Soltmann, James M","SC2700/1 - AP Chemistry, MTWR, Per. 1,2 (FY)",Science,90,"Hanks, Tom",11,,"Casamento, Steven P",94.78%,A,96.04,A
"Soltmann, James M","SC2700/1 - AP Chemistry, MTWR, Per. 1,2 (FY)",Science,92,"Weeknd, The",11,,"Casamento, Steven P",90.44%,A-,91.55,A-
"Soltmann, James M","SC2700/1 - AP Chemistry, MTWR, Per. 1,2 (FY)",Science,117,"Jackman, Hugh",11,,"Casamento, Steven P",94.65%,A,95.22,A
"Soltmann, James M","SC2700/1 - AP Chemistry, MTWR, Per. 1,2 (FY)",Science,118,"Degrasse-Tyson, Neil",11,,"Casamento, Steven P",90.66%,A-,91.46,A-
"Soltmann, James M","SC2700/1 - AP Chemistry, MTWR, Per. 1,2 (FY)",Science,125,"Sean, Big",11,,"Casamento, Steven P",93%,A,93.46,A
"Soltmann, James M","SC2700/1 - AP Chemistry, MTWR, Per. 1,2 (FY)",Science,150,"Maya, Luna",11,,"Donnelly, Marin",92.46%,A-,91.75,A-
"Soltmann, James M","SC2700/1 - AP Chemistry, MTWR, Per. 1,2 (FY)",Science,157,"Noah, Trevor",11,,"Donnelly, Marin",96.48%,A,95.87,A
Frangiosa / Henry,"SC3301/1 - Conceptual Physics, MTWR, Per. 1,Lab 1 (FY)",Science,7,"Degeneres, Ellen",11,,"Howard, Jenna", , ,0,F
Frangiosa / Henry,"SC3301/1 - Conceptual Physics, MTWR, Per. 1,Lab 1 (FY)",Science,31,"Hart, Kevin",11,,"Howard, Jenna", , ,0,F
Frangiosa / Henry,"SC3301/1 - Conceptual Physics, MTWR, Per. 1,Lab 1 (FY)",Science,57,"Obama, Michelle",11,,"Petzold, Alexa", , ,0,F
Frangiosa / Henry,"SC3301/1 - Conceptual Physics, MTWR, Per. 1,Lab 1 (FY)",Science,60,"Lavigne, Avril",11,,"Petzold, Alexa", , ,0,F
Frangiosa / Henry,"SC3301/1 - Conceptual Physics, MTWR, Per. 1,Lab 1 (FY)",Science,70,"Kher, Anupam",11,,"Petzold, Alexa", , ,0,F
Frangiosa / Henry,"SC3301/1 - Conceptual Physics, MTWR, Per. 1,Lab 1 (FY)",Science,75,"Rodríguez, James",11,,"Petzold, Alexa", , ,0,F
Frangiosa / Henry,"SC3301/1 - Conceptual Physics, MTWR, Per. 1,Lab 1 (FY)",Science,100,"Evans, Chris",11,,"Casamento, Steven P", , ,0,F
Frangiosa / Henry,"SC3301/1 - Conceptual Physics, MTWR, Per. 1,Lab 1 (FY)",Science,126,"Levine, Adam",11,,"Casamento, Steven P", , ,0,F
Frangiosa / Henry,"SC3301/2 - Conceptual Physics, MTWR, Per. 5,Lab 5 (FY)",Science,14,"Lovato, Demi",11,,"Howard, Jenna", , ,0,F
